Madár_id;Felhasználó;Típus;Központ;Gyûrû;Jelentett faj;Jelentett faj latin;Ivar;Dátum
5909829;Példa Gergõ;Gyûrûzés;Budapest;P311413   ;Kerti poszáta;Sylvia borin;Ismeretlen;2019.09.05
5909830;Példa Gergõ;Gyûrûzés;Budapest;P311414   ;Barátposzáta;Sylvia atricapilla;Hím;2019.09.05
5909831;Példa Gergõ;Gyûrûzés;Budapest;P311415   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.06
5909832;Példa Gergõ;Gyûrûzés;Budapest;P311416   ;Barátposzáta;Sylvia atricapilla;Tojó;2019.09.06
5909833;Példa Gergõ;Gyûrûzés;Budapest;P311417   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.09.06
5909834;Példa Gergõ;Gyûrûzés;Budapest;P311418   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.09.06
5909835;Példa Gergõ;Gyûrûzés;Budapest;P311419   ;Barátposzáta;Sylvia atricapilla;Tojó;2019.09.06
5909836;Példa Gergõ;Gyûrûzés;Budapest;P311420   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.09.06
5909837;Példa Gergõ;Gyûrûzés;Budapest;P311421   ;Mezei poszáta;Sylvia communis;Ismeretlen;2019.09.06
5909838;Példa Gergõ;Gyûrûzés;Budapest;P311422   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.09.06
5909839;Példa Gergõ;Gyûrûzés;Budapest;P311423   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.06
5909840;Példa Gergõ;Gyûrûzés;Budapest;P311424   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.09.06
5909841;Példa Gergõ;Gyûrûzés;Budapest;P311425   ;Barátposzáta;Sylvia atricapilla;Hím;2019.09.06
5909842;Példa Gergõ;Gyûrûzés;Budapest;P311426   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.06
5909843;Példa Gergõ;Gyûrûzés;Budapest;P311427   ;Barátposzáta;Sylvia atricapilla;Tojó;2019.09.06
5909896;Példa Gergõ;Gyûrûzés;Budapest;RE08992   ;Tõkés réce;Anas platyrhynchos;Hím;2019.07.29
5909902;Példa Gergõ;Gyûrûzés;Budapest;RE08998   ;Bakcsó;Nycticorax nycticorax;Ismeretlen;2019.08.06
5909907;Példa Gergõ;Gyûrûzés;Budapest;RE09803   ;Erdei fülesbagoly;Asio otus;Ismeretlen;2019.08.29
5909912;Példa Gergõ;Gyûrûzés;Budapest;RE09810   ;Szárcsa;Fulica atra;Ismeretlen;2019.08.14
5909919;Példa Gergõ;Gyûrûzés;Budapest;TA03525   ;Nagy fakopáncs;Dendrocopos major;Ismeretlen;2019.07.30
5909922;Példa Gergõ;Gyûrûzés;Budapest;TA03528   ;Fekete rigó;Turdus merula;Hím;2019.07.31
5909925;Példa Gergõ;Gyûrûzés;Budapest;TA03531   ;Fekete rigó;Turdus merula;Hím;2019.07.31
5909926;Példa Gergõ;Gyûrûzés;Budapest;TA03532   ;Fekete rigó;Turdus merula;Hím;2019.07.31
5909927;Példa Gergõ;Gyûrûzés;Budapest;TA03533   ;Fekete rigó;Turdus merula;Ismeretlen;2019.07.31
5909972;Példa Gergõ;Gyûrûzés;Budapest;TA03578   ;Seregély;Sturnus vulgaris;Hím;2019.08.26
5909973;Példa Gergõ;Gyûrûzés;Budapest;TA03579   ;Seregély;Sturnus vulgaris;Tojó;2019.08.26
5909974;Példa Gergõ;Gyûrûzés;Budapest;TA03580   ;Seregély;Sturnus vulgaris;Tojó;2019.08.26
5909975;Példa Gergõ;Gyûrûzés;Budapest;TA03581   ;Seregély;Sturnus vulgaris;Hím;2019.08.26
5909976;Példa Gergõ;Gyûrûzés;Budapest;TA03582   ;Seregély;Sturnus vulgaris;Hím;2019.08.26
5909982;Példa Gergõ;Gyûrûzés;Budapest;TA03588   ;Seregély;Sturnus vulgaris;Tojó;2019.08.27
5909991;Példa Gergõ;Gyûrûzés;Budapest;TA03597   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5909992;Példa Gergõ;Gyûrûzés;Budapest;TA03598   ;Fekete rigó;Turdus merula;Ismeretlen;2019.08.29
5909993;Példa Gergõ;Gyûrûzés;Budapest;TA03599   ;Seregély;Sturnus vulgaris;Hím;2019.08.29
5909994;Példa Gergõ;Gyûrûzés;Budapest;TA03600   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5909995;Példa Gergõ;Gyûrûzés;Budapest;TA06701   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5909996;Példa Gergõ;Gyûrûzés;Budapest;TA06702   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5909997;Példa Gergõ;Gyûrûzés;Budapest;TA06703   ;Seregély;Sturnus vulgaris;Ismeretlen;2019.08.29
5909998;Példa Gergõ;Gyûrûzés;Budapest;TA06704   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5909999;Példa Gergõ;Gyûrûzés;Budapest;TA06705   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5910000;Példa Gergõ;Gyûrûzés;Budapest;TA06706   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5910001;Példa Gergõ;Gyûrûzés;Budapest;TA06707   ;Seregély;Sturnus vulgaris;Tojó;2019.08.29
5910019;Példa Gergõ;Gyûrûzés;Budapest;TA06725   ;Seregély;Sturnus vulgaris;Ismeretlen;2019.09.01
5910020;Példa Gergõ;Gyûrûzés;Budapest;TA06726   ;Seregély;Sturnus vulgaris;Ismeretlen;2019.09.01
5910021;Példa Gergõ;Gyûrûzés;Budapest;TA06727   ;Seregély;Sturnus vulgaris;Ismeretlen;2019.09.01
5910028;Példa Gergõ;Gyûrûzés;Budapest;VR07290   ;Törpegém;Ixobrychus minutus;Hím;2019.07.31
5910039;Példa Gergõ;Gyûrûzés;Budapest;VR10626   ;Törpegém;Ixobrychus minutus;Ismeretlen;2019.08.24
5910041;Példa Gergõ;Gyûrûzés;Budapest;VR10628   ;Törpegém;Ixobrychus minutus;Ismeretlen;2019.08.27
5910045;Példa Gergõ;Gyûrûzés;Budapest;W561502   ;Sisegõ füzike;Phylloscopus sibilatrix;Ismeretlen;2019.07.30
5910050;Példa Gergõ;Gyûrûzés;Budapest;W561507   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.07.31
5910071;Példa Gergõ;Gyûrûzés;Budapest;W561528   ;Sisegõ füzike;Phylloscopus sibilatrix;Ismeretlen;2019.08.01
5910084;Példa Gergõ;Gyûrûzés;Budapest;W561541   ;Füsti fecske;Hirundo rustica;Hím;2019.08.03
5910085;Példa Gergõ;Gyûrûzés;Budapest;W561542   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.03
5910086;Példa Gergõ;Gyûrûzés;Budapest;W561543   ;Füsti fecske;Hirundo rustica;Tojó;2019.08.03
5910087;Példa Gergõ;Gyûrûzés;Budapest;W561544   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.03
5910091;Példa Gergõ;Gyûrûzés;Budapest;W561548   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910092;Példa Gergõ;Gyûrûzés;Budapest;W561549   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910093;Példa Gergõ;Gyûrûzés;Budapest;W561550   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910094;Példa Gergõ;Gyûrûzés;Budapest;W561551   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910095;Példa Gergõ;Gyûrûzés;Budapest;W561552   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910096;Példa Gergõ;Gyûrûzés;Budapest;W561553   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.04
5910097;Példa Gergõ;Gyûrûzés;Budapest;W561554   ;Sisegõ füzike;Phylloscopus sibilatrix;Ismeretlen;2019.08.04
5910098;Példa Gergõ;Gyûrûzés;Budapest;W561555   ;Sisegõ füzike;Phylloscopus sibilatrix;Ismeretlen;2019.08.04
5910099;Példa Gergõ;Gyûrûzés;Budapest;W561556   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.08.04
5910420;Példa Gergõ;Gyûrûzés;Budapest;W561877   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.06
5910490;Példa Gergõ;Gyûrûzés;Budapest;W561947   ;Füsti fecske;Hirundo rustica;Tojó;2019.08.07
5910491;Példa Gergõ;Gyûrûzés;Budapest;W561948   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910492;Példa Gergõ;Gyûrûzés;Budapest;W561949   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910493;Példa Gergõ;Gyûrûzés;Budapest;W561950   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910494;Példa Gergõ;Gyûrûzés;Budapest;W561951   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910495;Példa Gergõ;Gyûrûzés;Budapest;W561952   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910496;Példa Gergõ;Gyûrûzés;Budapest;W561953   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910497;Példa Gergõ;Gyûrûzés;Budapest;W561954   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910498;Példa Gergõ;Gyûrûzés;Budapest;W561955   ;Füsti fecske;Hirundo rustica;Hím;2019.08.07
5910499;Példa Gergõ;Gyûrûzés;Budapest;W561956   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910500;Példa Gergõ;Gyûrûzés;Budapest;W561957   ;Füsti fecske;Hirundo rustica;Hím;2019.08.07
5910501;Példa Gergõ;Gyûrûzés;Budapest;W561958   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910502;Példa Gergõ;Gyûrûzés;Budapest;W561959   ;Füsti fecske;Hirundo rustica;Hím;2019.08.07
5910503;Példa Gergõ;Gyûrûzés;Budapest;W561960   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910504;Példa Gergõ;Gyûrûzés;Budapest;W561961   ;Füsti fecske;Hirundo rustica;Tojó;2019.08.07
5910505;Példa Gergõ;Gyûrûzés;Budapest;W561962   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910506;Példa Gergõ;Gyûrûzés;Budapest;W561963   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910507;Példa Gergõ;Gyûrûzés;Budapest;W561964   ;Füsti fecske;Hirundo rustica;Tojó;2019.08.07
5910508;Példa Gergõ;Gyûrûzés;Budapest;W561965   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910509;Példa Gergõ;Gyûrûzés;Budapest;W561966   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910510;Példa Gergõ;Gyûrûzés;Budapest;W561967   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910511;Példa Gergõ;Gyûrûzés;Budapest;W561968   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910512;Példa Gergõ;Gyûrûzés;Budapest;W561969   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910513;Példa Gergõ;Gyûrûzés;Budapest;W561970   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910514;Példa Gergõ;Gyûrûzés;Budapest;W561971   ;Füsti fecske;Hirundo rustica;Tojó;2019.08.07
5910515;Példa Gergõ;Gyûrûzés;Budapest;W561972   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910516;Példa Gergõ;Gyûrûzés;Budapest;W561973   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910517;Példa Gergõ;Gyûrûzés;Budapest;W561974   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910518;Példa Gergõ;Gyûrûzés;Budapest;W561975   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.07
5910714;Példa Gergõ;Gyûrûzés;Budapest;W585165   ;Füsti fecske;Hirundo rustica;Hím;2019.08.15
5910715;Példa Gergõ;Gyûrûzés;Budapest;W585166   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.15
5910716;Példa Gergõ;Gyûrûzés;Budapest;W585167   ;Füsti fecske;Hirundo rustica;Hím;2019.08.15
5910717;Példa Gergõ;Gyûrûzés;Budapest;W585168   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.15
5910718;Példa Gergõ;Gyûrûzés;Budapest;W585169   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.15
5910719;Példa Gergõ;Gyûrûzés;Budapest;W585170   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.15
5910720;Példa Gergõ;Gyûrûzés;Budapest;W585171   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.16
5910863;Példa Gergõ;Gyûrûzés;Budapest;W585313   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.08.24
5910875;Példa Gergõ;Gyûrûzés;Budapest;W585325   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.08.25
5910881;Példa Gergõ;Gyûrûzés;Budapest;W585331   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.08.27
5910882;Példa Gergõ;Gyûrûzés;Budapest;W585332   ;Kormos légykapó;Ficedula hypoleuca;Ismeretlen;2019.08.27
5910888;Példa Gergõ;Gyûrûzés;Budapest;W585338   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.08.28
5910889;Példa Gergõ;Gyûrûzés;Budapest;W585339   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.08.29
5910900;Példa Gergõ;Gyûrûzés;Budapest;W585350   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.08.31
5910907;Példa Gergõ;Gyûrûzés;Budapest;W585357   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.01
5910908;Példa Gergõ;Gyûrûzés;Budapest;W585358   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.01
5910909;Példa Gergõ;Gyûrûzés;Budapest;W585359   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.01
5910910;Példa Gergõ;Gyûrûzés;Budapest;W585360   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.01
5910911;Példa Gergõ;Gyûrûzés;Budapest;W585361   ;Füsti fecske;Hirundo rustica;Ismeretlen;2019.09.01
5910912;Példa Gergõ;Gyûrûzés;Budapest;W585362   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.04
5910913;Példa Gergõ;Gyûrûzés;Budapest;W585363   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.05
5910914;Példa Gergõ;Gyûrûzés;Budapest;W585364   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.05
5910915;Példa Gergõ;Gyûrûzés;Budapest;W585365   ;Szürke légykapó;Muscicapa striata;Ismeretlen;2019.09.05
5910916;Példa Gergõ;Gyûrûzés;Budapest;W585366   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.05
5910917;Példa Gergõ;Gyûrûzés;Budapest;W585367   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.05
5910918;Példa Gergõ;Gyûrûzés;Budapest;W585368   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.05
5910919;Példa Gergõ;Gyûrûzés;Budapest;W585369   ;Fitiszfüzike;Phylloscopus trochilus;Ismeretlen;2019.09.06
5910937;Példa Gergõ;Gyûrûzés;Budapest;XA76283   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.28
5910938;Példa Gergõ;Gyûrûzés;Budapest;XA76284   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.28
5910939;Példa Gergõ;Gyûrûzés;Budapest;XA76285   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.28
5910940;Példa Gergõ;Gyûrûzés;Budapest;XA76286   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.28
5910942;Példa Gergõ;Gyûrûzés;Budapest;XA76288   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.29
5910943;Példa Gergõ;Gyûrûzés;Budapest;XA76289   ;Nádirigó;Acrocephalus arundinaceus;Hím;2019.08.29
5910944;Példa Gergõ;Gyûrûzés;Budapest;XA76290   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.29
5910945;Példa Gergõ;Gyûrûzés;Budapest;XA76291   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.29
5910946;Példa Gergõ;Gyûrûzés;Budapest;XA76292   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.29
5910947;Példa Gergõ;Gyûrûzés;Budapest;XA76293   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.29
5910948;Példa Gergõ;Gyûrûzés;Budapest;XA76294   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.29
5910956;Példa Gergõ;Gyûrûzés;Budapest;XB13697   ;Nádirigó;Acrocephalus arundinaceus;Tojó;2019.07.29
5910969;Példa Gergõ;Gyûrûzés;Budapest;XB16207   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.07.30
5910974;Példa Gergõ;Gyûrûzés;Budapest;XB16212   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.30
5910975;Példa Gergõ;Gyûrûzés;Budapest;XB16213   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.30
5910979;Példa Gergõ;Gyûrûzés;Budapest;XB16217   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.07.31
5910980;Példa Gergõ;Gyûrûzés;Budapest;XB16218   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.07.31
5910995;Példa Gergõ;Gyûrûzés;Budapest;XB16233   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.03
5911004;Példa Gergõ;Gyûrûzés;Budapest;XB16242   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.04
5911005;Példa Gergõ;Gyûrûzés;Budapest;XB16243   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.04
5911006;Példa Gergõ;Gyûrûzés;Budapest;XB16244   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.04
5911008;Példa Gergõ;Gyûrûzés;Budapest;XB16246   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.04
5911009;Példa Gergõ;Gyûrûzés;Budapest;XB16247   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.04
5911026;Példa Gergõ;Gyûrûzés;Budapest;XB16264   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.06
5911041;Példa Gergõ;Gyûrûzés;Budapest;XB16279   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.07
5911057;Példa Gergõ;Gyûrûzés;Budapest;XB16294   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.09
5911073;Példa Gergõ;Gyûrûzés;Budapest;XB16310   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.15
5911074;Példa Gergõ;Gyûrûzés;Budapest;XB16311   ;Nádirigó;Acrocephalus arundinaceus;Hím;2019.08.15
5911075;Példa Gergõ;Gyûrûzés;Budapest;XB16312   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.16
5911132;Példa Gergõ;Gyûrûzés;Budapest;XB16369   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.24
5911143;Példa Gergõ;Gyûrûzés;Budapest;XB16380   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.25
5911150;Példa Gergõ;Gyûrûzés;Budapest;XB16387   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.26
5911151;Példa Gergõ;Gyûrûzés;Budapest;XB16388   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.26
5911163;Példa Gergõ;Gyûrûzés;Budapest;XB16400   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.27
5911172;Példa Gergõ;Gyûrûzés;Budapest;XB21109   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.31
5911173;Példa Gergõ;Gyûrûzés;Budapest;XB21110   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.08.31
5911174;Példa Gergõ;Gyûrûzés;Budapest;XB21111   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.31
5911175;Példa Gergõ;Gyûrûzés;Budapest;XB21112   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.31
5911176;Példa Gergõ;Gyûrûzés;Budapest;XB21113   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.31
5911177;Példa Gergõ;Gyûrûzés;Budapest;XB21114   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.08.31
5911178;Példa Gergõ;Gyûrûzés;Budapest;XB21115   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.09.01
5911179;Példa Gergõ;Gyûrûzés;Budapest;XB21116   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.09.01
5911180;Példa Gergõ;Gyûrûzés;Budapest;XB21117   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.09.01
5911181;Példa Gergõ;Gyûrûzés;Budapest;XB21118   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.09.01
5911182;Példa Gergõ;Gyûrûzés;Budapest;XB21119   ;Tövisszúró gébics;Lanius collurio;Ismeretlen;2019.09.01
5911185;Példa Gergõ;Gyûrûzés;Budapest;XB21122   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.09.05
5911186;Példa Gergõ;Gyûrûzés;Budapest;XB21123   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.09.05
5911187;Példa Gergõ;Gyûrûzés;Budapest;XB21124   ;Nádirigó;Acrocephalus arundinaceus;Ismeretlen;2019.09.05
5911188;Példa Gergõ;Gyûrûzés;Budapest;XB21125   ;Énekes rigó;Turdus philomelos;Ismeretlen;2019.09.06
5576628;Példa Gergõ;Visszafogás;Budapest;HA17537   ;Zöld küllõ;Picus viridis;Hím;2019.09.05
5907580;Példa Gergõ;Visszafogás;Budapest;J12682    ;Nyaktekercs;Jynx torquilla;Ismeretlen;2019.08.16
5907627;Példa Gergõ;Visszafogás;Budapest;J16530    ;Jégmadár;Alcedo atthis;Ismeretlen;2019.08.25
3827031;Példa Gergõ;Visszafogás;Budapest;K312557   ;Barátposzáta;Sylvia atricapilla;Tojó;2019.08.31
5259538;Példa Gergõ;Visszafogás;Budapest;K602722   ;Nádi sármány;Emberiza schoeniclus;Hím;2019.08.25
5260918;Példa Gergõ;Visszafogás;Budapest;K604096   ;Foltos nádiposzáta;Acrocephalus schoenobaenus;Ismeretlen;2019.09.01
5261650;Példa Gergõ;Visszafogás;Budapest;K604829   ;Széncinege;Parus major;Tojó;2019.08.15
5375430;Példa Gergõ;Visszafogás;Budapest;K745580   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.15
5576730;Példa Gergõ;Visszafogás;Budapest;K745607   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Hím;2019.08.29
5376624;Példa Gergõ;Visszafogás;Budapest;N225471   ;Széncinege;Parus major;Hím;2019.08.04
5907832;Példa Gergõ;Visszafogás;Budapest;N225991   ;Nagy fülemüle;Luscinia luscinia;Ismeretlen;2019.08.28
5851630;Példa Gergõ;Visszafogás;Budapest;N261415   ;Zöldike;Carduelis chloris;Tojó;2019.08.06
5907849;Példa Gergõ;Visszafogás;Budapest;N261433   ;Fülemüle;Luscinia megarhynchos;Ismeretlen;2019.08.16
5907905;Példa Gergõ;Visszafogás;Budapest;N261489   ;Zöldike;Carduelis chloris;Hím;2019.08.26
5908003;Példa Gergõ;Visszafogás;Budapest;N261588   ;Fülemüle;Luscinia megarhynchos;Ismeretlen;2019.08.29
5841828;Példa Gergõ;Visszafogás;Budapest;P105506   ;Barátposzáta;Sylvia atricapilla;Hím;2019.08.25
5841828;Példa Gergõ;Visszafogás;Budapest;P105506   ;Barátposzáta;Sylvia atricapilla;Hím;2019.08.29
5851674;Példa Gergõ;Visszafogás;Budapest;P105542   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.08.31
5854785;Példa Gergõ;Visszafogás;Budapest;P105628   ;Fülemülesitke;Acrocephalus melanopogon;Ismeretlen;2019.07.29
5854814;Példa Gergõ;Visszafogás;Budapest;P105656   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.29
5856376;Példa Gergõ;Visszafogás;Budapest;P105764   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.07.29
5856755;Példa Gergõ;Visszafogás;Budapest;P105803   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Tojó;2019.07.29
5908648;Példa Gergõ;Visszafogás;Budapest;P106231   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.15
5908689;Példa Gergõ;Visszafogás;Budapest;P106272   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.06
5908812;Példa Gergõ;Visszafogás;Budapest;P106395   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.15
5908841;Példa Gergõ;Visszafogás;Budapest;P106425   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.09.01
5908959;Példa Gergõ;Visszafogás;Budapest;P106543   ;Nádi tücsökmadár;Locustella luscinioides;Ismeretlen;2019.08.15
5908979;Példa Gergõ;Visszafogás;Budapest;P106563   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.15
5909012;Példa Gergõ;Visszafogás;Budapest;P106596   ;Kerti poszáta;Sylvia borin;Ismeretlen;2019.08.15
5909017;Példa Gergõ;Visszafogás;Budapest;P106601   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.24
5909054;Példa Gergõ;Visszafogás;Budapest;P106638   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.08.29
5909073;Példa Gergõ;Visszafogás;Budapest;P106657   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.01
5909221;Példa Gergõ;Visszafogás;Budapest;P106805   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.05
5909221;Példa Gergõ;Visszafogás;Budapest;P106805   ;Cserregõ nádiposzáta;Acrocephalus scirpaceus;Ismeretlen;2019.09.06
5909705;Példa Gergõ;Visszafogás;Budapest;P311289   ;Kis poszáta;Sylvia curruca;Ismeretlen;2019.09.04
5909705;Példa Gergõ;Visszafogás;Budapest;P311289   ;Kis poszáta;Sylvia curruca;Ismeretlen;2019.09.06
5688154;Példa Gergõ;Visszafogás;Budapest;RE07636   ;Szárcsa;Fulica atra;Ismeretlen;2019.08.15
5909899;Példa Gergõ;Visszafogás;Budapest;RE08995   ;Szárcsa;Fulica atra;Ismeretlen;2019.08.09
5909920;Példa Gergõ;Visszafogás;Budapest;TA03526   ;Nagy fakopáncs;Dendrocopos major;Tojó;2019.08.15
5262415;Példa Gergõ;Visszafogás;Budapest;TT79373   ;Fekete rigó;Turdus merula;Hím;2019.08.03
